mask,bbdc3,bbdc4
2023 06 16 12 46 00.000,14.61,16.940001
2023 06 16 12 47 00.000,14.61,16.93
2023 06 16 12 48 00.000,14.61,16.92
2023 06 16 12 49 00.000,14.61,16.93
2023 06 16 12 50 00.000,14.6,16.93
2023 06 16 12 51 00.000,14.6,16.93
2023 06 16 12 52 00.000,14.6,16.93
2023 06 16 12 53 00.000,14.6,16.940001
2023 06 16 12 54 00.000,14.6,16.93
2023 06 16 12 55 00.000,14.6,16.940001
2023 06 16 12 56 00.000,14.6,16.940001
2023 06 16 12 57 00.000,14.62,16.940001
2023 06 16 12 58 00.000,14.62,16.940001
2023 06 16 12 59 00.000,14.62,16.92
2023 06 16 13 00 00.000,14.62,16.92
2023 06 16 13 01 00.000,14.62,16.92
2023 06 16 13 02 00.000,14.62,16.9
2023 06 16 13 03 00.000,14.62,16.9
2023 06 16 13 04 00.000,14.62,16.9
2023 06 16 13 05 00.000,14.62,16.92
2023 06 16 13 06 00.000,14.62,16.92
2023 06 16 13 07 00.000,14.62,16.92
2023 06 16 13 08 00.000,14.62,16.91
2023 06 16 13 09 00.000,14.62,16.91
2023 06 16 13 10 00.000,14.62,16.91
2023 06 16 13 11 00.000,14.62,16.9
2023 06 16 13 12 00.000,14.62,16.91
2023 06 16 13 13 00.000,14.62,16.9
2023 06 16 13 14 00.000,14.62,16.9
2023 06 16 13 15 00.000,14.62,16.9
2023 06 16 13 16 00.000,14.62,16.9
2023 06 16 13 17 00.000,14.62,16.9
2023 06 16 13 18 00.000,14.62,16.9
2023 06 16 13 19 00.000,14.62,16.889999
2023 06 16 13 20 00.000,14.62,16.889999
2023 06 16 13 21 00.000,14.62,16.889999
2023 06 16 13 22 00.000,14.58,16.879999
2023 06 16 13 23 00.000,14.58,16.879999
2023 06 16 13 24 00.000,14.58,16.889999
2023 06 16 13 25 00.000,14.58,16.889999
2023 06 16 13 26 00.000,14.58,16.870001
2023 06 16 13 27 00.000,14.58,16.870001
2023 06 16 13 28 00.000,14.58,16.870001
2023 06 16 13 29 00.000,14.58,16.85
2023 06 16 13 30 00.000,14.57,16.85
2023 06 16 13 31 00.000,14.57,16.870001
2023 06 16 13 32 00.000,14.57,16.870001
2023 06 16 13 33 00.000,14.57,16.860001
2023 06 16 13 34 00.000,14.57,16.870001
2023 06 16 13 35 00.000,14.57,16.870001
2023 06 16 13 36 00.000,14.57,16.879999
2023 06 16 13 37 00.000,14.57,16.879999
2023 06 16 13 38 00.000,14.57,16.879999
2023 06 16 13 39 00.000,14.58,16.879999
2023 06 16 13 40 00.000,14.58,16.879999
2023 06 16 13 41 00.000,14.58,16.879999
2023 06 16 13 42 00.000,14.58,16.889999
2023 06 16 13 43 00.000,14.58,16.879999
2023 06 16 13 44 00.000,14.58,16.889999
2023 06 16 13 45 00.000,14.58,16.889999
2023 06 16 13 46 00.000,14.58,16.889999
2023 06 16 13 47 00.000,14.59,16.879999
2023 06 16 13 48 00.000,14.59,16.879999
2023 06 16 13 49 00.000,14.59,16.879999
2023 06 16 13 50 00.000,14.59,16.889999
2023 06 16 13 51 00.000,14.59,16.879999
2023 06 16 13 52 00.000,14.59,16.91
2023 06 16 13 53 00.000,14.63,16.940001
2023 06 16 13 54 00.000,14.61,16.92
2023 06 16 13 55 00.000,14.62,16.93
2023 06 16 13 56 00.000,14.63,16.940001
2023 06 16 13 57 00.000,14.63,16.950001
2023 06 16 13 58 00.000,14.64,16.950001
2023 06 16 13 59 00.000,14.64,16.940001
2023 06 16 14 00 00.000,14.63,16.950001
2023 06 16 14 01 00.000,14.63,16.959999
2023 06 16 14 02 00.000,14.63,16.950001
2023 06 16 14 03 00.000,14.63,16.950001
2023 06 16 14 04 00.000,14.62,16.93
2023 06 16 14 05 00.000,14.62,16.940001
2023 06 16 14 06 00.000,14.62,16.93
2023 06 16 14 07 00.000,14.61,16.940001
2023 06 16 14 08 00.000,14.61,16.940001
2023 06 16 14 09 00.000,14.61,16.940001
2023 06 16 14 10 00.000,14.61,16.940001
2023 06 16 14 11 00.000,14.61,16.93
2023 06 16 14 12 00.000,14.61,16.940001
2023 06 16 14 13 00.000,14.61,16.940001
2023 06 16 14 14 00.000,14.61,16.940001
2023 06 16 14 15 00.000,14.61,16.93
2023 06 16 14 16 00.000,14.61,16.959999
2023 06 16 14 17 00.000,14.61,16.959999
2023 06 16 14 18 00.000,14.61,16.950001
2023 06 16 14 19 00.000,14.61,16.940001
2023 06 16 14 20 00.000,14.61,16.940001
2023 06 16 14 21 00.000,14.61,16.940001
2023 06 16 14 22 00.000,14.61,16.940001
2023 06 16 14 23 00.000,14.61,16.93
2023 06 16 14 24 00.000,14.61,16.940001
2023 06 16 14 25 00.000,14.61,16.940001
2023 06 16 14 26 00.000,14.61,16.950001
2023 06 16 14 27 00.000,14.61,16.940001
2023 06 16 14 28 00.000,14.61,16.93
2023 06 16 14 29 00.000,14.61,16.93
2023 06 16 14 30 00.000,14.61,16.92
2023 06 16 14 31 00.000,14.61,16.91
2023 06 16 14 32 00.000,14.61,16.92
2023 06 16 14 33 00.000,14.61,16.92
2023 06 16 14 34 00.000,14.61,16.91
2023 06 16 14 35 00.000,14.61,16.9
2023 06 16 14 36 00.000,14.61,16.91
2023 06 16 14 37 00.000,14.61,16.9
2023 06 16 14 38 00.000,14.61,16.91
2023 06 16 14 39 00.000,14.61,16.91
2023 06 16 14 40 00.000,14.6,16.91
2023 06 16 14 41 00.000,14.6,16.91
2023 06 16 14 42 00.000,14.59,16.91
2023 06 16 14 43 00.000,14.6,16.92
2023 06 16 14 44 00.000,14.6,16.9
2023 06 16 14 45 00.000,14.6,16.92
2023 06 16 14 46 00.000,14.6,16.92
2023 06 16 14 47 00.000,14.6,16.92
2023 06 16 14 48 00.000,14.6,16.92
2023 06 16 14 49 00.000,14.6,16.91
2023 06 16 14 50 00.000,14.6,16.91
2023 06 16 14 51 00.000,14.6,16.92
2023 06 16 14 52 00.000,14.6,16.91
2023 06 16 14 53 00.000,14.6,16.91
2023 06 16 14 54 00.000,14.6,16.91
2023 06 16 14 55 00.000,14.6,16.92
2023 06 16 14 56 00.000,14.6,16.91
2023 06 16 14 57 00.000,14.6,16.91
2023 06 16 14 58 00.000,14.6,16.91
2023 06 16 14 59 00.000,14.6,16.91
2023 06 16 15 00 00.000,14.6,16.91
2023 06 16 15 01 00.000,14.59,16.9
2023 06 16 15 02 00.000,14.59,16.9
2023 06 16 15 03 00.000,14.59,16.9
2023 06 16 15 04 00.000,14.59,16.9
2023 06 16 15 05 00.000,14.59,16.9
2023 06 16 15 06 00.000,14.59,16.9
2023 06 16 15 07 00.000,14.59,16.879999
2023 06 16 15 08 00.000,14.59,16.889999
2023 06 16 15 09 00.000,14.57,16.889999
2023 06 16 15 10 00.000,14.57,16.889999
2023 06 16 15 11 00.000,14.57,16.879999
2023 06 16 15 12 00.000,14.57,16.879999
2023 06 16 15 13 00.000,14.57,16.889999
2023 06 16 15 14 00.000,14.57,16.879999
2023 06 16 15 15 00.000,14.57,16.879999
2023 06 16 15 16 00.000,14.57,16.879999
2023 06 16 15 17 00.000,14.57,16.879999
2023 06 16 15 18 00.000,14.57,16.889999
2023 06 16 15 19 00.000,14.57,16.9
2023 06 16 15 20 00.000,14.57,16.92
2023 06 16 15 21 00.000,14.57,16.91
2023 06 16 15 22 00.000,14.57,16.91
2023 06 16 15 23 00.000,14.57,16.9
2023 06 16 15 24 00.000,14.57,16.91
2023 06 16 15 25 00.000,14.58,16.91
2023 06 16 15 26 00.000,14.58,16.92
2023 06 16 15 27 00.000,14.58,16.91
2023 06 16 15 28 00.000,14.58,16.91
2023 06 16 15 29 00.000,14.58,16.92
2023 06 16 15 30 00.000,14.58,16.93
2023 06 16 15 31 00.000,14.6,16.950001
2023 06 16 15 32 00.000,14.6,16.940001
2023 06 16 15 33 00.000,14.6,16.959999
2023 06 16 15 34 00.000,14.6,16.950001
2023 06 16 15 35 00.000,14.6,16.950001
2023 06 16 15 36 00.000,14.6,16.959999
2023 06 16 15 37 00.000,14.6,16.950001
2023 06 16 15 38 00.000,14.6,16.950001
2023 06 16 15 39 00.000,14.59,16.940001
2023 06 16 15 40 00.000,14.59,16.959999
2023 06 16 15 41 00.000,14.59,16.950001
2023 06 16 15 42 00.000,14.59,16.950001
2023 06 16 15 43 00.000,14.6,16.959999
2023 06 16 15 44 00.000,14.6,16.959999
2023 06 16 15 45 00.000,14.61,16.959999
2023 06 16 15 46 00.000,14.61,16.959999
2023 06 16 15 47 00.000,14.6,16.959999
2023 06 16 15 48 00.000,14.61,16.969999
2023 06 16 15 49 00.000,14.61,16.969999
2023 06 16 15 50 00.000,14.61,16.959999
2023 06 16 15 51 00.000,14.61,16.969999
2023 06 16 15 52 00.000,14.61,16.98
2023 06 16 15 53 00.000,14.62,16.98
2023 06 16 15 54 00.000,14.62,16.959999
2023 06 16 15 55 00.000,14.62,16.98
2023 06 16 15 56 00.000,14.61,16.969999
2023 06 16 15 57 00.000,14.62,16.98
2023 06 16 15 58 00.000,14.62,16.98
2023 06 16 15 59 00.000,14.62,16.98
2023 06 16 16 00 00.000,14.62,16.959999
2023 06 16 16 01 00.000,14.61,16.959999
2023 06 16 16 02 00.000,14.62,16.969999
2023 06 16 16 03 00.000,14.62,16.959999
2023 06 16 16 04 00.000,14.6,16.959999
2023 06 16 16 05 00.000,14.6,16.969999
2023 06 16 16 06 00.000,14.6,16.959999
2023 06 16 16 07 00.000,14.59,16.969999
2023 06 16 16 08 00.000,14.6,16.959999
2023 06 16 16 09 00.000,14.6,16.959999
2023 06 16 16 10 00.000,14.6,16.959999
2023 06 16 16 11 00.000,14.6,16.959999
2023 06 16 16 12 00.000,14.6,16.959999
2023 06 16 16 13 00.000,14.6,16.98
2023 06 16 16 14 00.000,14.6,16.98
2023 06 16 16 15 00.000,14.6,16.969999
2023 06 16 16 16 00.000,14.6,16.99
2023 06 16 16 17 00.000,14.6,16.98
2023 06 16 16 18 00.000,14.6,16.969999
2023 06 16 16 19 00.000,14.6,16.98
2023 06 16 16 20 00.000,14.6,16.98
2023 06 16 16 21 00.000,14.6,16.99
2023 06 16 16 22 00.000,14.6,16.969999
2023 06 16 16 23 00.000,14.6,16.969999
2023 06 16 16 24 00.000,14.6,16.969999
2023 06 16 16 25 00.000,14.6,16.98
2023 06 16 16 26 00.000,14.6,16.969999
2023 06 16 16 27 00.000,14.6,16.969999
2023 06 16 16 28 00.000,14.6,16.969999
2023 06 16 16 29 00.000,14.6,16.969999
2023 06 16 16 30 00.000,14.6,16.969999
2023 06 16 16 31 00.000,14.61,16.98
2023 06 16 16 32 00.000,14.61,16.98
2023 06 16 16 33 00.000,14.61,16.98
2023 06 16 16 34 00.000,14.61,16.99
2023 06 16 16 35 00.000,14.61,16.98
2023 06 16 16 36 00.000,14.61,16.969999
2023 06 16 16 37 00.000,14.61,16.969999
2023 06 16 16 38 00.000,14.61,16.98
2023 06 16 16 39 00.000,14.61,16.969999
2023 06 16 16 40 00.000,14.6,16.940001
2023 06 16 16 41 00.000,14.6,16.950001
2023 06 16 16 42 00.000,14.58,16.959999
2023 06 16 16 43 00.000,14.58,16.969999
2023 06 16 16 44 00.000,14.57,16.950001
2023 06 16 16 45 00.000,14.57,16.950001
2023 06 16 16 46 00.000,14.57,16.940001
2023 06 16 16 47 00.000,14.57,16.940001
2023 06 16 16 48 00.000,14.57,16.93
2023 06 16 16 49 00.000,14.57,16.93
2023 06 16 17 11 00.000,14.54,16.950001
2023 06 19 10 03 00.000,14.54,16.969999
2023 06 19 10 04 00.000,14.54,17
2023 06 19 10 05 00.000,14.59,17.02
2023 06 19 10 06 00.000,14.59,16.99
2023 06 19 10 07 00.000,14.59,17
2023 06 19 10 08 00.000,14.56,16.99
2023 06 19 10 09 00.000,14.56,17
2023 06 19 10 10 00.000,14.56,16.99
2023 06 19 10 11 00.000,14.56,16.969999
2023 06 19 10 12 00.000,14.61,17.01
2023 06 19 10 13 00.000,14.61,17.030001
2023 06 19 10 14 00.000,14.61,17
2023 06 19 10 15 00.000,14.61,16.99
2023 06 19 10 16 00.000,14.6,16.99
2023 06 19 10 17 00.000,14.61,16.99
2023 06 19 10 18 00.000,14.61,17
2023 06 19 10 19 00.000,14.61,17.02
2023 06 19 10 20 00.000,14.61,17.02
2023 06 19 10 21 00.000,14.61,17.02
2023 06 19 10 22 00.000,14.61,17.01
2023 06 19 10 23 00.000,14.61,17.01
2023 06 19 10 24 00.000,14.61,17.01
2023 06 19 10 25 00.000,14.69,17.059999
2023 06 19 10 26 00.000,14.69,17.040001
2023 06 19 10 27 00.000,14.69,17.040001
2023 06 19 10 28 00.000,14.69,17.040001
2023 06 19 10 29 00.000,14.69,17.040001
2023 06 19 10 30 00.000,14.69,17.059999
2023 06 19 10 31 00.000,14.69,17.09
2023 06 19 10 32 00.000,14.69,17.1
2023 06 19 10 33 00.000,14.71,17.120001
2023 06 19 10 34 00.000,14.71,17.120001
2023 06 19 10 35 00.000,14.71,17.1
2023 06 19 10 36 00.000,14.71,17.09
2023 06 19 10 37 00.000,14.7,17.09
2023 06 19 10 38 00.000,14.7,17.09
2023 06 19 10 39 00.000,14.7,17.1
2023 06 19 10 40 00.000,14.7,17.1
2023 06 19 10 41 00.000,14.7,17.1
2023 06 19 10 42 00.000,14.7,17.08
2023 06 19 10 43 00.000,14.69,17.1
2023 06 19 10 44 00.000,14.69,17.1
2023 06 19 10 45 00.000,14.69,17.09
2023 06 19 10 46 00.000,14.69,17.08
2023 06 19 10 47 00.000,14.69,17.1
2023 06 19 10 48 00.000,14.69,17.07
2023 06 19 10 49 00.000,14.69,17.08
2023 06 19 10 50 00.000,14.69,17.08
2023 06 19 10 51 00.000,14.69,17.09
2023 06 19 10 52 00.000,14.69,17.1
2023 06 19 10 53 00.000,14.7,17.1
2023 06 19 10 54 00.000,14.71,17.1
2023 06 19 10 55 00.000,14.71,17.09
2023 06 19 10 56 00.000,14.71,17.1
2023 06 19 10 57 00.000,14.71,17.110001
2023 06 19 10 58 00.000,14.71,17.120001
2023 06 19 10 59 00.000,14.71,17.1
2023 06 19 11 00 00.000,14.71,17.1
2023 06 19 11 01 00.000,14.7,17.110001
2023 06 19 11 02 00.000,14.7,17.1
2023 06 19 11 03 00.000,14.71,17.110001
2023 06 19 11 04 00.000,14.72,17.120001
2023 06 19 11 05 00.000,14.72,17.120001
2023 06 19 11 06 00.000,14.72,17.120001
2023 06 19 11 07 00.000,14.72,17.139999
2023 06 19 11 08 00.000,14.72,17.139999
2023 06 19 11 09 00.000,14.72,17.129999
2023 06 19 11 10 00.000,14.72,17.120001
2023 06 19 11 11 00.000,14.72,17.120001
2023 06 19 11 12 00.000,14.72,17.129999
2023 06 19 11 13 00.000,14.74,17.129999
2023 06 19 11 14 00.000,14.74,17.120001
2023 06 19 11 15 00.000,14.74,17.129999
2023 06 19 11 16 00.000,14.74,17.129999
2023 06 19 11 17 00.000,14.74,17.120001
2023 06 19 11 18 00.000,14.74,17.120001
2023 06 19 11 19 00.000,14.74,17.120001
2023 06 19 11 20 00.000,14.74,17.110001
2023 06 19 11 21 00.000,14.74,17.110001
2023 06 19 11 22 00.000,14.74,17.120001
2023 06 19 11 23 00.000,14.74,17.110001
2023 06 19 11 24 00.000,14.74,17.129999
2023 06 19 11 25 00.000,14.74,17.120001
2023 06 19 11 26 00.000,14.74,17.129999
2023 06 19 11 27 00.000,14.74,17.139999
2023 06 19 11 28 00.000,14.74,17.139999
2023 06 19 11 29 00.000,14.74,17.129999
2023 06 19 11 30 00.000,14.74,17.139999
2023 06 19 11 31 00.000,14.74,17.139999
2023 06 19 11 32 00.000,14.74,17.139999
2023 06 19 11 33 00.000,14.74,17.16
2023 06 19 11 34 00.000,14.74,17.15
2023 06 19 11 35 00.000,14.74,17.16
2023 06 19 11 36 00.000,14.74,17.139999
2023 06 19 11 37 00.000,14.74,17.120001
2023 06 19 11 38 00.000,14.75,17.15
2023 06 19 11 39 00.000,14.75,17.139999
2023 06 19 11 40 00.000,14.75,17.139999
2023 06 19 11 41 00.000,14.75,17.16
2023 06 19 11 42 00.000,14.75,17.15
2023 06 19 11 43 00.000,14.76,17.16
2023 06 19 11 44 00.000,14.76,17.16
2023 06 19 11 45 00.000,14.76,17.16
2023 06 19 11 46 00.000,14.76,17.139999
2023 06 19 11 47 00.000,14.76,17.129999
2023 06 19 11 48 00.000,14.76,17.120001
2023 06 19 11 49 00.000,14.76,17.129999
2023 06 19 11 50 00.000,14.76,17.120001
2023 06 19 11 51 00.000,14.76,17.120001
2023 06 19 11 52 00.000,14.76,17.139999
2023 06 19 11 53 00.000,14.76,17.16
2023 06 19 11 54 00.000,14.76,17.15
2023 06 19 11 55 00.000,14.76,17.16
2023 06 19 11 56 00.000,14.76,17.139999
2023 06 19 11 57 00.000,14.76,17.139999
2023 06 19 11 58 00.000,14.76,17.16
2023 06 19 11 59 00.000,14.76,17.17
2023 06 19 12 00 00.000,14.76,17.15
2023 06 19 12 01 00.000,14.76,17.15
2023 06 19 12 02 00.000,14.76,17.16
2023 06 19 12 03 00.000,14.76,17.15
2023 06 19 12 04 00.000,14.76,17.15
2023 06 19 12 05 00.000,14.76,17.15
2023 06 19 12 06 00.000,14.76,17.15
2023 06 19 12 07 00.000,14.76,17.17
2023 06 19 12 08 00.000,14.76,17.15
2023 06 19 12 09 00.000,14.76,17.139999
2023 06 19 12 10 00.000,14.76,17.15
2023 06 19 12 11 00.000,14.76,17.15
2023 06 19 12 12 00.000,14.76,17.15
2023 06 19 12 13 00.000,14.76,17.15
2023 06 19 12 14 00.000,14.75,17.16
2023 06 19 12 15 00.000,14.75,17.129999
2023 06 19 12 16 00.000,14.75,17.15
2023 06 19 12 17 00.000,14.75,17.139999
2023 06 19 12 18 00.000,14.75,17.15
2023 06 19 12 19 00.000,14.75,17.17
2023 06 19 12 20 00.000,14.75,17.15
2023 06 19 12 21 00.000,14.75,17.15
2023 06 19 12 22 00.000,14.75,17.139999
2023 06 19 12 23 00.000,14.75,17.139999
2023 06 19 12 24 00.000,14.75,17.15
2023 06 19 12 25 00.000,14.75,17.15
2023 06 19 12 26 00.000,14.75,17.15
2023 06 19 12 27 00.000,14.75,17.15
2023 06 19 12 28 00.000,14.75,17.129999
2023 06 19 12 29 00.000,14.75,17.139999
2023 06 19 12 30 00.000,14.75,17.139999
2023 06 19 12 31 00.000,14.75,17.129999
2023 06 19 12 32 00.000,14.75,17.15
2023 06 19 12 33 00.000,14.75,17.139999
2023 06 19 12 34 00.000,14.76,17.15
2023 06 19 12 35 00.000,14.76,17.15
2023 06 19 12 36 00.000,14.76,17.139999
2023 06 19 12 37 00.000,14.76,17.15
2023 06 19 12 38 00.000,14.76,17.16
2023 06 19 12 39 00.000,14.76,17.15
2023 06 19 12 40 00.000,14.76,17.16
2023 06 19 12 41 00.000,14.76,17.17
2023 06 19 12 42 00.000,14.76,17.16
2023 06 19 12 43 00.000,14.76,17.17
2023 06 19 12 44 00.000,14.76,17.16
2023 06 19 12 45 00.000,14.76,17.16
2023 06 19 12 46 00.000,14.77,17.17
2023 06 19 12 47 00.000,14.77,17.16
2023 06 19 12 48 00.000,14.77,17.16
2023 06 19 12 49 00.000,14.77,17.16
2023 06 19 12 50 00.000,14.77,17.17
2023 06 19 12 51 00.000,14.77,17.17
2023 06 19 12 52 00.000,14.77,17.190001
2023 06 19 12 53 00.000,14.78,17.190001
2023 06 19 12 54 00.000,14.78,17.18
2023 06 19 12 55 00.000,14.78,17.17
2023 06 19 12 56 00.000,14.78,17.18
2023 06 19 12 57 00.000,14.78,17.190001
2023 06 19 12 58 00.000,14.78,17.17
2023 06 19 12 59 00.000,14.78,17.18
2023 06 19 13 00 00.000,14.78,17.190001
2023 06 19 13 01 00.000,14.78,17.190001
2023 06 19 13 02 00.000,14.78,17.18
2023 06 19 13 03 00.000,14.78,17.190001
2023 06 19 13 04 00.000,14.78,17.190001
2023 06 19 13 05 00.000,14.78,17.200001
2023 06 19 13 06 00.000,14.78,17.190001
2023 06 19 13 07 00.000,14.78,17.190001
2023 06 19 13 08 00.000,14.78,17.18
2023 06 19 13 09 00.000,14.78,17.190001
2023 06 19 13 10 00.000,14.78,17.190001
2023 06 19 13 11 00.000,14.78,17.190001
2023 06 19 13 12 00.000,14.77,17.219999
2023 06 19 13 13 00.000,14.79,17.209999
2023 06 19 13 14 00.000,14.79,17.200001
2023 06 19 13 15 00.000,14.79,17.190001
2023 06 19 13 16 00.000,14.79,17.200001
2023 06 19 13 17 00.000,14.8,17.209999
2023 06 19 13 18 00.000,14.8,17.219999
2023 06 19 13 19 00.000,14.8,17.219999
2023 06 19 13 20 00.000,14.8,17.219999
2023 06 19 13 21 00.000,14.8,17.209999
2023 06 19 13 22 00.000,14.8,17.219999
2023 06 19 13 23 00.000,14.79,17.200001
2023 06 19 13 24 00.000,14.79,17.209999
2023 06 19 13 25 00.000,14.79,17.200001
2023 06 19 13 26 00.000,14.79,17.200001
2023 06 19 13 27 00.000,14.79,17.209999
2023 06 19 13 28 00.000,14.79,17.200001
2023 06 19 13 29 00.000,14.79,17.209999
2023 06 19 13 30 00.000,14.79,17.209999
2023 06 19 13 31 00.000,14.79,17.219999
2023 06 19 13 32 00.000,14.79,17.200001
2023 06 19 13 33 00.000,14.79,17.209999
2023 06 19 13 34 00.000,14.79,17.200001
2023 06 19 13 35 00.000,14.79,17.200001
2023 06 19 13 36 00.000,14.79,17.15
2023 06 19 13 37 00.000,14.79,17.15
2023 06 19 13 38 00.000,14.79,17.17
2023 06 19 13 39 00.000,14.79,17.17
2023 06 19 13 40 00.000,14.79,17.17
2023 06 19 13 41 00.000,14.79,17.17
2023 06 19 13 42 00.000,14.8,17.18
2023 06 19 13 43 00.000,14.8,17.18
2023 06 19 13 44 00.000,14.8,17.190001
2023 06 19 13 45 00.000,14.8,17.190001
2023 06 19 13 46 00.000,14.8,17.190001
2023 06 19 13 47 00.000,14.8,17.190001
2023 06 19 13 48 00.000,14.8,17.200001
2023 06 19 13 49 00.000,14.8,17.200001
2023 06 19 13 50 00.000,14.8,17.219999
2023 06 19 13 51 00.000,14.8,17.219999
2023 06 19 13 52 00.000,14.8,17.219999
2023 06 19 13 53 00.000,14.8,17.23
2023 06 19 13 54 00.000,14.79,17.209999
2023 06 19 13 55 00.000,14.79,17.209999
2023 06 19 13 56 00.000,14.79,17.209999
2023 06 19 13 57 00.000,14.79,17.209999
2023 06 19 13 58 00.000,14.79,17.200001
2023 06 19 13 59 00.000,14.79,17.190001
2023 06 19 14 00 00.000,14.79,17.200001
2023 06 19 14 01 00.000,14.79,17.209999
2023 06 19 14 02 00.000,14.79,17.200001
2023 06 19 14 03 00.000,14.84,17.25
2023 06 19 14 04 00.000,14.84,17.24
2023 06 19 14 05 00.000,14.83,17.23
2023 06 19 14 06 00.000,14.83,17.25
2023 06 19 14 07 00.000,14.83,17.219999
2023 06 19 14 08 00.000,14.83,17.23
2023 06 19 14 09 00.000,14.83,17.25
2023 06 19 14 10 00.000,14.83,17.23
2023 06 19 14 11 00.000,14.83,17.24
2023 06 19 14 12 00.000,14.83,17.25
2023 06 19 14 13 00.000,14.83,17.23
2023 06 19 14 14 00.000,14.83,17.24
2023 06 19 14 15 00.000,14.83,17.24
2023 06 19 14 16 00.000,14.82,17.24
2023 06 19 14 17 00.000,14.82,17.23
2023 06 19 14 18 00.000,14.82,17.219999
2023 06 19 14 19 00.000,14.82,17.219999
2023 06 19 14 20 00.000,14.82,17.219999
2023 06 19 14 21 00.000,14.82,17.209999
2023 06 19 14 22 00.000,14.81,17.23
2023 06 19 14 23 00.000,14.81,17.219999
2023 06 19 14 24 00.000,14.81,17.23
2023 06 19 14 25 00.000,14.81,17.200001
2023 06 19 14 26 00.000,14.81,17.200001
2023 06 19 14 27 00.000,14.81,17.209999
2023 06 19 14 28 00.000,14.81,17.209999
2023 06 19 14 29 00.000,14.81,17.190001
2023 06 19 14 30 00.000,14.81,17.200001
2023 06 19 14 31 00.000,14.81,17.190001
2023 06 19 14 32 00.000,14.81,17.190001
2023 06 19 14 33 00.000,14.81,17.200001
2023 06 19 14 34 00.000,14.81,17.200001
2023 06 19 14 35 00.000,14.81,17.190001
2023 06 19 14 36 00.000,14.81,17.200001
2023 06 19 14 37 00.000,14.81,17.190001
2023 06 19 14 38 00.000,14.81,17.18
2023 06 19 14 39 00.000,14.81,17.190001
2023 06 19 14 40 00.000,14.81,17.190001
2023 06 19 14 41 00.000,14.81,17.190001
2023 06 19 14 42 00.000,14.81,17.18
2023 06 19 14 43 00.000,14.81,17.18
2023 06 19 14 44 00.000,14.81,17.16
2023 06 19 14 45 00.000,14.81,17.17
2023 06 19 14 46 00.000,14.77,17.15
2023 06 19 14 47 00.000,14.76,17.16
2023 06 19 14 48 00.000,14.76,17.16
2023 06 19 14 49 00.000,14.76,17.17
2023 06 19 14 50 00.000,14.78,17.190001
2023 06 19 14 51 00.000,14.78,17.190001
2023 06 19 14 52 00.000,14.78,17.200001
2023 06 19 14 53 00.000,14.78,17.200001
2023 06 19 14 54 00.000,14.79,17.200001
2023 06 19 14 55 00.000,14.79,17.209999
2023 06 19 14 56 00.000,14.79,17.209999
2023 06 19 14 57 00.000,14.79,17.190001
2023 06 19 14 58 00.000,14.79,17.200001
2023 06 19 14 59 00.000,14.79,17.190001
2023 06 19 15 00 00.000,14.79,17.209999
2023 06 19 15 01 00.000,14.79,17.209999
2023 06 19 15 02 00.000,14.79,17.219999
2023 06 19 15 03 00.000,14.79,17.209999
2023 06 19 15 04 00.000,14.79,17.209999
2023 06 19 15 05 00.000,14.79,17.200001
2023 06 19 15 06 00.000,14.79,17.200001
2023 06 19 15 07 00.000,14.79,17.209999
2023 06 19 15 08 00.000,14.79,17.209999
2023 06 19 15 09 00.000,14.79,17.219999
2023 06 19 15 10 00.000,14.79,17.209999
2023 06 19 15 11 00.000,14.79,17.219999
2023 06 19 15 12 00.000,14.79,17.219999
2023 06 19 15 13 00.000,14.82,17.219999
2023 06 19 15 14 00.000,14.82,17.219999
2023 06 19 15 15 00.000,14.82,17.219999
2023 06 19 15 16 00.000,14.82,17.23
2023 06 19 15 17 00.000,14.82,17.23
2023 06 19 15 18 00.000,14.82,17.219999
2023 06 19 15 19 00.000,14.81,17.23
2023 06 19 15 20 00.000,14.81,17.23
2023 06 19 15 21 00.000,14.81,17.219999
